愛育,あいいく,aiiku
客座敷,きゃくざしき,kyakuzashiki
絶遠,ぜつえん,zetsuen
客室,きゃくしつ,kyakushitsu
大小便,だいしょうべん,daishouben
秘儀,ひぎ,higi
資金,しきん,shikin
至宝,しほう,shihou
疾走,しっそう,shissou
正義,せいぎ,seigi
缶切り,かんきり,kankiri
奇景,きけい,kikei
鞏固,きょうこ,kyouko
強固,きょうこ,kyouko
南風,なんぷう,nanpuu
朴素,ぼくそ,bokuso
光榮,こうえい,kouei
感じる,かんじる,kanjiru
専横,せんおう,sen'ou
離婚,りこん,rikon
深厚,しんこう,shinkou
大利,たいり,tairi
小利,しょうり,shouri
胃痛,いつう,itsuu
口中,こうちゅう,kouchuu
悼辞,とうじ,touji
大望,たいもう,taimou
桜樹,おうじゅ,ouju
医大,いだい,idai
蒸機,じょうき,jouki
海自,かいじ,kaiji
加入,かにゅう,kanyuu
床下,しょうか,shouka
兀坐,こつざ,kotsuza
兀座,こつざ,kotsuza
感想,かんそう,kansou
進級,しんきゅう,shinkyuu
俳諧,はいかい,haikai
徘徊,はいかい,haikai
以東,いとう,itou
踏襲,とうしゅう,toushuu
古代,こだい,kodai
美大,びだい,bidai
職安,しょくあん,shokuan
職質,しょくしつ,shokushitsu
死人,しにん,shinin
視認,しにん,shinin
死者,ししゃ,shisha
徒死,とし,toshi
事務所,じむしょ,jimusho
大火,たいか,taika
小暇,しょうか,shouka
小閑,しょうかん,shoukan
少閑,しょうかん,shoukan
寸暇,すんか,sunka
下物,かぶつ,kabutsu
むしば,むしば,mushiba
螺髪,らほつ,rahotsu
陸続,りくぞく,rikuzoku
噴火,ふんか,funka
憶測,おくそく,okusoku
臆測,おくそく,okusoku
設置,せっち,setchi
順便,じゅんべん,junben
熟語,じゅくご,jukugo
鑑札,かんさつ,kansatsu
最大,さいだい,saidai
最小,さいしょう,saishou
樹木,じゅもく,jumoku
露見,ろけん,roken
露顕,ろけん,roken
洪水,こうずい,kouzui
罅入,かにゅう,kanyuu
貫入,かんにゅう,kannyuu
貫乳,かんにゅう,kannyuu
死因,しいん,shiin
熱烈,ねつれつ,netsuretsu
烈風,れっぷう,reppuu
愚者,ぐしゃ,gusha
愚人,ぐじん,gujin
当確,とうかく,toukaku
路肩,ろかた,rokata
飯盒炊爨,はんごうすいさん,hangousuisan
炊爨,すいさん,suisan
獄門,ごくもん,gokumon
私怨,しえん,shien
私憤,しふん,shifun
超然,ちょうぜん,chouzen
休業,きゅうぎょう,kyuugyou
道理,どうり,douri
点心,てんしん,tenshin
組成,そせい,sosei
まるづか,まるづか,maruzuka
量産,りょうさん,ryousan
迎撃,げいげき,geigeki
邀撃,ようげき,yougeki
去冬,きょとう,kyotou
昨冬,さくとう,sakutou
来夏,らいか,raika
来秋,らいしゅう,raishuu
牝馬,ひんば,hinba
牡馬,ぼば,boba
入管,にゅうかん,nyuukan
留守電,るすでん,rusuden
サ変,さへん,sahen
曝露,ばくろ,bakuro
暴露,ばくろ,bakuro
歳晩,さいばん,saiban
歳末,さいまつ,saimatsu
歳暮,せいぼ,seibo
小瑕,しょうか,shouka
小疵,しょうし,shoushi
微光,びこう,bikou
微香,びこう,bikou
塵世,じんせい,jinsei
正答,せいとう,seitou
人声,じんせい,jinsei
美校,びこう,bikou
介詞,かいし,kaishi
自身,じしん,jishin
採集,さいしゅう,saishuu
狭量,きょうりょう,kyouryou
寛容,かんよう,kanyou
火防,かぼう,kabou
砂防,さぼう,sabou
詐称,さしょう,sashou
社務所,しゃむしょ,shamusho
米飯,べいはん,beihan
風防,ふうぼう,fuubou
地団駄,じだんだ,jidanda
夫人,ふじん,fujin
異称,いしょう,ishou
抜刀,ばっとう,battou
小火,しょうか,shouka
針小棒大,しんしょうぼうだい,shinshouboudai
読者,どくしゃ,dokusha
留守番電話,るすばんでんわ,rusubandenwa
日車,にっしゃ,nissha
卓見,たっけん,takken
卓識,たくしき,takushiki
宅建,たっけん,takken
達見,たっけん,takken
各種,かくしゅ,kakushu
打球,だきゅう,dakyuu
軽侮,けいぶ,keibu
翹首,ぎょうしゅ,gyoushu
翹望,ぎょうぼう,gyoubou
鶴首,かくしゅ,kakushu
鮮明,せんめい,senmei
膺懲,ようちょう,youchou
御璽,ぎょじ,gyoji
攫取,かくしゅ,kakushu
急逝,きゅうせい,kyuusei
急増,きゅうぞう,kyuuzou
銀ぶら,ぎんぶら,ginbura
苦楽,くらく,kuraku
亡夫,ぼうふ,boufu
亡父,ぼうふ,boufu
防腐,ぼうふ,boufu
帽子,ぼうし,boushi
名刺,めいし,meishi
鮮紅,せんこう,senkou
自慢,じまん,jiman
後産,あとざん,atozan
法会,ほうえ,houe
亡婦,ぼうふ,boufu
暴富,ぼうふ,boufu
集合,しゅうごう,shuugou
家庭,かてい,katei
白地,しらじ,shiraji
赤地,あかじ,akaji
事態,じたい,jitai
パンティー,ぱんてぃー,panteii
相銀,そうぎん,sougin
依願,いがん,igan
開議,かいぎ,kaigi
概数,がいすう,gaisuu
氏名,しめい,shimei
酒器,しゅき,shuki
真価,しんか,shinka
臍下,せいか,seika
爽秋,そうしゅう,soushuu
贈収賄,ぞうしゅうわい,zoushuuwai
対酌,たいしゃく,taishaku
秘録,ひろく,hiroku
眼振,がんしん,ganshin
眼球振盪,がんきゅうしんとう,gankyuushintou
東征,とうせい,tousei
征東,せいとう,seitou
西征,せいせい,seisei
征西,せいせい,seisei
変色,へんしょく,henshoku
芳香,ほうこう,houkou
返戻,へんれい,henrei
皇陵,こうりょう,kouryou
天皇陵,てんのうりょう,tennouryou
三后,さんこう,sankou
粗食,そしょく,soshoku
仮病,けびょう,kebyou
他国,たこく,takoku
紫黒色,しこくしょく,shikokushoku
師弟,してい,shitei
誹謗,ひぼう,hibou
非望,ひぼう,hibou
不相応,ふそうおう,fusouou
非凡,ひぼん,hibon
平凡,へいぼん,heibon
雑犬,ざっけん,zakken
実親,じっしん,jisshin
先鋒,せんぽう,senpou
旅人,たびびと,tabibito
旅行者,りょこうしゃ,ryokousha
旅客,りょかく,ryokaku
過客,かかく,kakaku
乗客,じょうきゃく,joukyaku
国保,こくほ,kokuho
国歩,こくほ,kokuho
漁民,ぎょみん,gyomin
漁夫,ぎょふ,gyofu
漁師,りょうし,ryoushi
亭亭,ていてい,teitei
弧灯,ことう,kotou
弧光灯,ここうとう,kokoutou
社務,しゃむ,shamu
中欧,ちゅうおう,chuuou
中央ヨーロッパ,ちゅうおうヨーロッパ,chuuouyooroppa
毒砂,どくさ,dokusa
熟知,じゅくち,jukuchi
特融,とくゆう,tokuyuu
けはい,けはい,kehai
練習,れんしゅう,renshuu
熱情,ねつじょう,netsujou
推論,すいろん,suiron
獄舎,ごくしゃ,gokusha
獄屋,ごくや,gokuya
囚獄,しゅうごく,shuugoku
囹圄,れいぎょ,reigyo
牢獄,ろうごく,rougoku
牢舎,ろうしゃ,rousha
牢櫃,ろうひつ,rouhitsu
牢屋,ろうや,rouya
聾者,ろうしゃ,rousha
老者,ろうしゃ,rousha
牢者,ろうしゃ,rousha
業腹,ごうはら,gouhara
老健,ろうけん,rouken
老杉,ろうさん,rousan
奢侈,しゃし,shashi
仮想,かそう,kasou
製薬,せいやく,seiyaku
暖和,だんわ,danwa
青年,せいねん,seinen
矗矗,ちくちく,chikuchiku
掬する,きくする,kikusuru
噴霧,ふんむ,funmu
噴霧器,ふんむき,funmuki
妻子,さいし,saishi
館舎,かんしゃ,kansha
間者,かんじゃ,kanja
諜者,ちょうしゃ,chousha
樹立,じゅりつ,juritsu
旧識,きゅうしき,kyuushiki
旧知,きゅうち,kyuuchi
旧知己,きゅうちき,kyuuchiki
住職,じゅうしょく,juushoku
重責,じゅうせき,juuseki
傷害,しょうがい,shougai
激烈,げきれつ,gekiretsu
劇烈,げきれつ,gekiretsu
聚合,しゅうごう,shuugou
沈重,ちんちょう,chinchou
巨材,きょざい,kyozai
巨財,きょざい,kyozai
震死,しんし,shinshi
先帝,せんてい,sentei
米価,べいか,beika
米菓,べいか,beika
発見,はっけん,hakken
判旨,はんし,hanshi
橋畔,きょうはん,kyouhan
橋頭堡,きょうとうほ,kyoutouho
写植,しゃしょく,shashoku
共謀,きょうぼう,kyoubou
淡緑,たんりょく,tanryoku
活溌,かっぱつ,kappatsu
玲瓏,れいろう,reirou
珍貴,ちんき,chinki
銃傷,じゅうしょう,juushou
銃創,じゅうそう,juusou
鉄砲傷,てっぽうきず,teppoukizu
釣具,ちょうぐ,chougu
釣り道具,つりどうぐ,tsuridougu
挽回,ばんかい,bankai
転機,てんき,tenki
転生,てんせい,tensei
天性,てんせい,tensei
夢幻,むげん,mugen
囚俘,しゅうふ,shuufu
囚虜,しゅうりょ,shuuryo
俘囚,ふしゅう,fushuu
捕虜,ほりょ,horyo
虜囚,りょしゅう,ryoshuu
醜婦,しゅうふ,shuufu
醜夫,しゅうふ,shuufu
醜虜,しゅうりょ,shuuryo
早晨,そうしん,soushin
爆彈,ばくだん,bakudan
緊密,きんみつ,kinmitsu
苦労,くろう,kurou
愚弄,ぐろう,gurou
辞去,じきょ,jikyo
腐敗,ふはい,fuhai
掃除,そうじ,souji
休養,きゅうよう,kyuuyou
至愚,しぐ,shigu
とんとん拍子,とんとんびょうし,tontonbyoushi
成長,せいちょう,seichou
免除,めんじょ,menjo
覇権,はけん,haken
派遣,はけん,haken
放射,ほうしゃ,housha
頑強,がんきょう,gankyou
演出,えんしゅつ,enshutsu
完成,かんせい,kansei
控訴,こうそ,kouso
慣性,かんせい,kansei
学院,がくいん,gakuin
休息,きゅうそく,kyuusoku
原潜,げんせん,gensen
最賃,さいちん,saichin
巨体,きょたい,kyotai
古諺,こげん,kogen
ブログ,ぶろぐ,burogu
圧迫,あっぱく,appaku
圧伏,あっぷく,appuku
冒険,ぼうけん,bouken
選定,せんてい,sentei
選民,せんみん,senmin
定期借地権,ていきしゃくちけん,teikishakuchiken
突撃,とつげき,totsugeki
自覚,じかく,jikaku
情緒,じょうしょ,jousho
商店,しょうてん,shouten
貿易,ぼうえき,boueki
整頓,せいとん,seiton
社団,しゃだん,shadan
用途,ようと,youto
冷涼,れいりょう,reiryou
寒冷,かんれい,kanrei
凱旋,がいせん,gaisen
凱旋門,がいせんもん,gaisenmon
伴侶,はんりょ,hanryo
番兵,ばんへい,banhei
民情,みんじょう,minjou
民主,みんしゅ,minshu
開頭,かいとう,kaitou
薬大,やくだい,yakudai
薬代,やくだい,yakudai
薬価,やっか,yakka
超勤,ちょうきん,choukin
超過勤務,ちょうかきんむ,choukakinmu
懇切,こんせつ,konsetsu
酷暑,こくしょ,kokusho
猛暑,もうしょ,mousho
厳寒,げんかん,genkan
極寒,ごっかん,gokkan
原水爆,げんすいばく,gensuibaku
善行,ぜんこう,zenkou
戦史,せんし,senshi
胎内,たいない,tainai
大仏,だいぶつ,daibutsu
内妻,ないさい,naisai
反戦,はんせん,hansen
亡児,ぼうじ,bouji
図工,ずこう,zukou
幸運,こううん,kouun
返事,へんじ,henji
刑場,けいじょう,keijou
蒼穹,そうきゅう,soukyuu
蒼天,そうてん,souten
会員,かいいん,kaiin
愉快,ゆかい,yukai
涼風,すずかぜ,suzukaze
縮毛,しゅくもう,shukumou
木片,もくへん,mokuhen
肥満,ひまん,himan
賃貸,ちんたい,chintai
交渉,こうしょう,koushou
交替,こうたい,koutai
交代,こうたい,koutai
高尚,こうしょう,koushou
高潮,こうちょう,kouchou
蝋燭,ろうそく,rousoku
公民,こうみん,koumin
公安,こうあん,kouan
耕地,こうち,kouchi
高級,こうきゅう,koukyuu
高原,こうげん,kougen
高大,こうだい,koudai
宿望,しゅくぼう,shukubou
宿願,しゅくがん,shukugan
宿意,しゅくい,shukui
宿志,しゅくし,shukushi
夙志,しゅくし,shukushi
素志,そし,soshi
宿怨,しゅくえん,shukuen
宿恨,しゅっこん,shukkon
才人,さいじん,saijin
創見,そうけん,souken
氷塊,ひょうかい,hyoukai
氷厚,ひょうこう,hyoukou
航空,こうくう,koukuu
高等,こうとう,koutou
高貴,こうき,kouki
合意,ごうい,goui
フリース,ふりーす,furiisu
工程,こうてい,koutei
路上,ろじょう,rojou
路床,ろしょう,roshou
増大,ぞうだい,zoudai
仔細,しさい,shisai
子細,しさい,shisai
次第に,しだいに,shidaini
周到,しゅうとう,shuutou
遵守,じゅんしゅ,junshu
総毛立つ,そうけだつ,soukedatsu
糟糠,そうこう,soukou
燦然,さんぜん,sanzen
労働,ろうどう,roudou
命題,めいだい,meidai
人物,じんぶつ,jinbutsu
人物画,じんぶつが,jinbutsuga
神仏,しんぶつ,shinbutsu
人造,じんぞう,jinzou
労働者,ろうどうしゃ,roudousha
人工,じんこう,jinkou
チーム,ちーむ,chiimu
森林,しんりん,shinrin
進攻,しんこう,shinkou
出院,しゅついん,shutsuin
能格,のうかく,noukaku
襯衣,しんい,shin'i
人為,じんい,jin'i
人為的,じんいてき,jin'iteki
人位,じんい,jin'i
人意,じんい,jin'i
事物,じぶつ,jibutsu
失望,しつぼう,shitsubou
失亡,しつぼう,shitsubou
私人,しじん,shijin
支援,しえん,shien
草原,そうげん,sougen
通教,つうきょう,tsuukyou
化繊,かせん,kasen
鳩舎,きゅうしゃ,kyuusha
厩舎,きゅうしゃ,kyuusha
牛舎,ぎゅうしゃ,gyuusha
鶏舎,けいしゃ,keisha
畜舎,ちくしゃ,chikusha
豚舎,とんしゃ,tonsha
全面,ぜんめん,zenmen
黙約,もくやく,mokuyaku
黙契,もっけい,mokkei
区政,くせい,kusei
市勢,しせい,shisei
区勢,くせい,kusei
町勢,ちょうせい,chousei
村勢,そんせい,sonsei
病因,びょういん,byouin
病臥,びょうが,byouga
病後,びょうご,byougo
病妻,びょうさい,byousai
病夫,びょうふ,byoufu
病婦,びょうふ,byoufu
病父,びょうふ,byoufu
病母,びょうぼ,byoubo
廟謨,びょうぼ,byoubo
病室,びょうしつ,byoushitsu
病床,びょうしょう,byoushou
病状,びょうじょう,byoujou
病態,びょうたい,byoutai
病躯,びょうく,byouku
病身,びょうしん,byoushin
病体,びょうたい,byoutai
湾奥,わんおう,wan'ou
湾央,わんおう,wan'ou
わん公,わんこう,wankou
メタン,めたん,metan
日本銀行券,にっぽんぎんこうけん,nipponginkouken
前期,ぜんき,zenki
後期,こうき,kouki
前景,ぜんけい,zenkei
前線,ぜんせん,zensen
潜力,せんりょく,senryoku
潜伏,せんぷく,senpuku
日舞,にちぶ,nichibu
勁烈,けいれつ,keiretsu
朝一,あさいち,asaichi
苦痛,くつう,kutsuu
痛苦,つうく,tsuuku
宣言,せんげん,sengen
牽制,けんせい,kensei
鉗子,かんし,kanshi
真誠,しんせい,shinsei
真成,しんせい,shinsei
診断,しんだん,shindan
振動,しんどう,shindou
陣地,じんち,jinchi
真摯,しんし,shinshi
心中,しんちゅう,shinchuu
心事,しんじ,shinji
心思,しんし,shinshi
心意,しんい,shin'i
新式,しんしき,shinshiki
新生児,しんせいじ,shinseiji
信任,しんにん,shinnin
深刻,しんこく,shinkoku
深奥,しんおう,shin'ou
深沈,しんちん,shinchin
深化,しんか,shinka
深切,しんせつ,shinsetsu
建築物,けんちくぶつ,kenchikubutsu
深浅,しんせん,shinsen
深重,しんちょう,shinchou
神聖,しんせい,shinsei
神秘,しんぴ,shinpi
神気,しんき,shinki
審定,しんてい,shintei
人力,じんりょく,jinryoku
人性,じんせい,jinsei
人生,じんせい,jinsei
親身,しんみ,shinmi
侵食,しんしょく,shinshoku
合成,ごうせい,gousei
合法,ごうほう,gouhou
合法的,ごうほうてき,gouhouteki
合格,ごうかく,goukaku
合唱,がっしょう,gasshou
合併,がっぺい,gappei
合併症,がっぺいしょう,gappeishou
後頭,こうとう,koutou
入超,にゅうちょう,nyuuchou
輸入超過,ゆにゅうちょうか,yunyuuchouka
輸出超過,ゆしゅつちょうか,yushutsuchouka
日暮,にちぼ,nichibo
有刺鉄線,ゆうしてっせん,yuushitessen
鉄条網,てつじょうもう,tetsujoumou
白布,はくふ,hakufu
濃霧,のうむ,noumu
農務,のうむ,noumu
暖地,だんち,danchi
寒地,かんち,kanchi
航海,こうかい,koukai
鉱山,こうざん,kouzan
豪華,ごうか,gouka
公然,こうぜん,kouzen
考察,こうさつ,kousatsu
牆壁,しょうへき,shouheki
拘留,こうりゅう,kouryuu
更新,こうしん,koushin
荒涼,こうりょう,kouryou
懐孕,かいよう,kaiyou
接近,せっきん,sekkin
接触,せっしょく,sesshoku
尊敬,そんけい,sonkei
設立,せつりつ,setsuritsu
雪白,せっぱく,seppaku
雪辱,せつじょく,setsujoku
雪花,せっか,sekka
形状,けいじょう,keijou
地方公共団体,ちほうこうきょうだんたい,chihoukoukyoudantai
スウェット,スエット,suetto
上昇,じょうしょう,joushou
上等,じょうとう,joutou
哨兵,しょうへい,shouhei
少数,しょうすう,shousuu
少数民族,しょうすうみんぞく,shousuuminzoku
少年,しょうねん,shounen
少女,しょうじょ,shoujo
製革,せいかく,seikaku
製缶,せいかん,seikan
製鋼,せいこう,seikou
製材,せいざい,seizai
製剤,せいざい,seizai
製糸,せいし,seishi
製絨,せいじゅう,seijuu
製織,せいしょく,seishoku
製図,せいず,seizu
製銑,せいせん,seisen
製茶,せいちゃ,seicha
製鉄,せいてつ,seitetsu
製鉄所,せいてつじょ,seitetsujo
製麺,せいめん,seimen
製油,せいゆ,seiyu
流動物,りゅうどうぶつ,ryuudoubutsu
衛卒,えいそつ,eisotsu
衛兵,えいへい,eihei
歩哨,ほしょう,hoshou
短剣,たんけん,tanken
常軌,じょうき,jouki
常用,じょうよう,jouyou
乗機,じょうき,jouki
明眸,めいぼう,meibou
合祭,ごうさい,gousai
分霊,ぶんれい,bunrei
分霊社,ぶんれいしゃ,bunreisha
昌盛,しょうせい,shousei
提案,ていあん,teian
提示,ていじ,teiji
機轉,きてん,kiten
機転,きてん,kiten
称号,しょうごう,shougou
招聘,しょうへい,shouhei
招待,しょうたい,shoutai
呼応,こおう,koou
掌管,しょうかん,shoukan
笑話,しょうわ,shouwa
